42;165;5
42;78;5
33;184;1
31;185;4
21;184;2
33;176;5
27;186;5
91;187;2
43;188;3
56;189;4
55;190;4
55;191;5
55;192;4
55;193;4
55;194;4
55;79;4
55;195;5
50;196;5
60;136;3
60;86;4
48;197;5
71;198;3
71;199;1
72;200;5
72;201;5
63;202;2
73;203;3
25;204;4
75;205;3
75;206;5
75;207;5
75;208;3
75;209;4
75;183;5
48;68;4
27;210;3
35;61;2
50;38;5
54;38;5
31;211;4
31;212;4
61;213;3
15;214;3
15;215;2
15;216;4
15;99;5
55;217;5
55;218;4
35;220;5
55;219;5
21;220;4
35;221;3
73;222;2
55;223;5
27;224;3
28;224;3
35;225;4
21;226;5
61;124;4
20;226;4
35;227;2
15;228;4
15;229;2
21;230;5
43;231;5
35;232;2
79;99;4
79;233;4
79;234;5
15;235;3
82;199;5
83;236;5
15;237;5
15;166;4
39;66;4
85;111;5
85;166;4
27;238;2
28;238;1
35;239;3
35;240;4
43;241;5
35;242;4
59;47;4
35;243;2
86;220;5
86;244;5
86;245;5
86;246;5
86;247;2
86;248;5
86;249;5
86;250;5
21;251;2
15;107;5
31;109;4
31;252;3
25;253;3
25;254;1
25;255;4
45;114;4
45;3032;5
45;3504;5
87;3505;5
42;3506;3
55;172;5
55;3507;5
21;3508;4
21;3509;2
25;3510;4
88;3511;5
88;3512;5
88;3191;5
15;74;4
31;3513;2
31;2465;3
15;3514;3
15;3515;4
15;3516;5
35;3517;2
33;3646;5
31;3518;4
21;3646;5
89;3519;4
35;47;5
89;65;2
89;104;3
89;52;5
89;180;4
89;212;2
20;230;4
25;3520;4
25;3521;2
33;3508;4
91;38;4
35;3522;4
93;3526;5
55;2021;4
96;3523;3
96;2628;5
27;3524;3
96;3510;5
96;243;2
96;3525;5
96;3526;5
96;61;3
96;191;5
96;192;5
96;3527;4
96;138;5
96;3528;3
96;2592;5
96;18;4
96;3529;5
96;3530;5
96;3531;5
96;3532;1
96;13;5
96;3533;5
96;3534;3
99;3528;3
43;3535;4
96;3536;4
96;3537;4
96;3538;3
96;3539;5
96;3507;4
96;3540;4
15;178;4
96;3541;5
96;3542;3
96;66;3
100;3543;5
100;212;5
100;194;3
100;2360;5
100;3544;2
15;3545;2
15;3546;4
55;3547;5
55;3548;5
55;3549;5
100;79;3
61;16;3
15;3550;3
56;68;5
56;247;3
21;3551;3
55;196;5
55;62;5
31;164;5
31;3188;5
55;3552;4
89;3553;4
89;3554;4
89;66;2
55;3555;4
55;3556;5
31;3557;2
28;3524;3
28;3558;4
55;3559;4
55;3560;5
28;3561;5
35;3562;4
55;3563;4
50;3564;4
50;38;4
43;3565;5
28;3566;4
33;3567;5
50;3568;3
50;3569;4
55;3569;3
103;3098;5
103;3570;5
103;54;5
37;3571;5
37;3572;4
37;3573;4
37;3574;4
37;3575;3
37;3576;5
37;3577;3
37;3578;3
37;3510;3
55;3579;4
55;3580;4
43;3581;5
21;3582;3
21;3583;3
21;3584;4
61;3585;3
54;3545;4
50;3545;4
42;3510;3
35;3586;5
24;52;5
21;3587;3
31;3588;4
31;3589;3
31;3590;4
31;34;5
33;3591;2
23;3592;4
55;3580;4
55;3187;4
55;3593;4
55;3594;3
89;201;4
89;1;2
89;3595;1
15;112;5
21;3596;5
42;86;4
21;3597;2
104;3598;3
104;3599;3
104;3600;2
105;3598;4
55;3601;4
55;166;5
28;38;4
55;3602;3
15;167;5
15;3000;5
55;3603;3
55;3543;5
55;3604;3
55;3605;4
55;3606;5
21;3607;5
35;3608;4
55;3501;3
55;38;2
61;3609;4
35;3610;4
50;47;4
35;3611;4
54;47;4
55;3612;4
27;3613;4
21;3614;1
28;3615;4
28;3613;4
28;3616;2
55;3617;5
21;3618;3
43;3619;5
50;2623;5
108;3579;5
108;3610;5
54;67;3
54;3610;5
50;3610;5
89;3545;4
27;47;3
28;47;3
35;3620;4
35;3595;3
55;3621;3
55;3622;4
50;3623;4
89;3628;5
89;3624;4
50;49;2
50;3625;1
55;3623;4
55;49;4
35;3626;3
55;3598;5
55;3599;5
43;3613;5
55;3627;4
43;3629;3
50;166;4
54;166;4
35;3630;4
24;201;5
55;253;3
35;3545;5
55;3631;3
26;3632;5
26;3633;5
26;3634;4
55;3635;5
35;18;2
55;138;5
55;3636;3
50;115;5
54;115;5
25;3637;2
25;3638;2
25;3639;4
25;3579;3
25;3521;2
25;3640;3
25;3641;3
25;3642;4
25;3643;3
25;3644;2
61;66;3
27;3645;3
55;3647;3
55;2015;4
55;3649;5
55;3650;4
55;3651;1
26;245;4
26;3652;3
50;190;3
50;231;5
55;3653;4
35;3523;3
33;3654;2
54;3579;5
50;3579;4
35;3655;3
21;77;4
24;3656;4
55;39;5
24;3657;3
55;2523;3
55;3658;5
24;3659;4
33;77;4
33;3660;4
26;3661;5
26;3188;5
26;3030;4
26;3518;4
26;3506;3
26;115;5
26;54;4
26;212;3
26;39;3
26;3662;4
26;3663;2
26;55;3
26;3664;4
26;3665;2
26;3666;4
26;3667;1
26;3668;3
26;3669;1
35;3670;4
55;3610;5
55;2716;4
55;3530;3
55;66;5
55;2271;3
55;3671;4
55;3672;4
55;197;5
55;47;5
55;3673;3
55;3674;5
43;3649;4
23;3675;4
31;156;5
31;157;5
25;3676;3
25;3677;1
25;3678;3
25;16;2
27;2611;3
27;201;4
28;201;3
25;3679;4
25;141;5
33;3680;1
25;98;3
35;3681;3
35;3682;4
61;3683;4
31;3684;4
31;3610;5
75;3546;5
75;3242;4
75;3685;5
75;3686;4
54;2141;5
54;3687;3
35;3688;4
55;4968;3
55;3690;2
55;58;2
55;3691;3
55;3692;4
61;3678;4
55;178;4
55;3693;4
55;198;3
55;142;4
50;3694;4
55;67;3
55;212;4
25;180;3
25;52;2
25;3613;4
25;3687;2
25;17;3
25;53;4
50;3649;4
54;3649;4
54;3695;3
54;3696;5
50;3697;4
54;3697;4
61;3698;4
55;3699;5
55;3700;5
55;3701;5
43;3702;4
43;3703;5
43;201;5
61;3545;4
21;175;3
21;3510;3
33;175;3
33;3510;4
26;135;5
37;199;2
21;141;4
24;3704;4
35;3705;2
112;3706;5
112;3707;5
112;3708;5
112;3709;5
112;3710;2
112;3610;4
33;141;5
26;3687;4
37;3711;2
24;165;4
24;3712;4
43;3713;5
43;3714;4
35;3715;1
43;3716;5
37;3717;5
37;3718;5
21;3696;5
35;3719;3
35;215;4
21;3720;4
55;3521;5
55;3721;5
55;54;2
33;3720;2
55;3722;5
50;3723;3
54;3723;3
31;3635;5
50;3724;4
54;3724;5
50;3725;4
54;3725;4
91;3726;5
91;3727;3
91;51;4
55;3728;5
20;3729;5
61;3695;2
48;3730;5
50;3731;3
54;3731;4
60;166;5
35;3732;4
24;3733;3
24;3734;5
35;3735;4
31;3579;5
112;3736;3
33;47;5
21;47;5
55;74;3
55;3737;3
42;66;4
55;3738;3
42;3740;3
61;3739;4
55;3741;4
55;3742;1
35;3625;4
35;3743;3
15;2491;4
15;3744;4
15;3745;4
122;3746;5
122;16;4
122;18;2
122;3747;5
123;3748;3
55;3749;3
42;3516;2
24;3750;5
25;3751;3
25;201;4
35;3752;3
35;248;5
55;3753;5
125;3754;3
55;20;3
55;3695;4
55;3755;4
35;2755;4
126;3032;5
126;3756;5
126;3757;5
61;3758;5
127;3726;5
79;3713;5
55;3759;3
21;3760;5
35;3761;4
33;3762;4
31;199;3
55;3763;4
125;3758;5
21;138;5
24;3764;5
21;241;4
35;241;4
61;3765;3
21;88;3
125;3765;3
21;3750;5
21;3766;4
31;18;5
50;3767;5
50;3629;4
27;3768;5
55;3769;5
55;3770;3
61;32;4
35;3771;5
79;3726;5
79;3772;4
15;2677;3
55;122;5
55;3731;4
21;3773;5
25;3774;5
25;3743;2
25;3775;5
131;3776;3
55;33;5
60;3777;4
91;233;4
28;3768;5
28;3778;3
131;3779;3
55;3756;5
55;3667;3
27;3780;2
28;3780;1
125;3610;5
61;3610;5
55;3781;5
54;124;2
31;47;5
21;3782;4
33;3782;3
35;3726;4
23;3783;5
55;228;3
55;3784;4
55;3785;4
54;3735;4
43;3786;5
21;3726;3
43;3787;5
61;159;4
125;159;5
21;3788;5
21;3579;5
21;3588;4
54;3726;2
50;3726;3
27;3576;3
24;3789;4
48;3790;5
31;3791;4
21;3792;3
50;3793;5
33;3726;3
33;3793;3
33;3794;5
33;3579;4
33;3788;2
33;3795;2
125;3796;3
55;3797;4
35;3750;5
35;3798;2
21;2281;4
26;3726;5
26;3579;4
35;3799;4
127;3750;4
35;3800;3
131;3743;4
21;3801;4
55;162;5
55;3313;5
131;3678;4
25;3777;2
25;3628;3
31;3545;4
21;3802;5
25;173;4
31;38;4
24;3803;4
132;3787;4
35;3804;4
61;3805;3
50;3806;4
54;3806;4
35;3807;4
24;3509;3
25;3726;5
25;3727;5
25;3808;3
50;3809;1
50;3810;5
75;3811;5
75;3812;5
75;3813;5
75;3620;5
75;3814;5
75;3252;4
75;3815;4
33;3816;5
75;2086;4
75;3817;5
75;3554;5
75;3818;4
75;3819;4
21;2234;3
27;3649;4
28;3649;4
61;3731;5
26;3770;1
50;3820;5
43;3821;4
43;3822;4
50;3823;4
54;3823;4
134;3748;4
134;3824;3
43;3825;5
55;3116;5
33;3826;5
21;209;4
33;3827;5
21;3827;4
50;3828;4
50;3829;3
21;219;3
55;3830;5
55;3831;5
55;1889;5
55;3832;3
127;3712;4
55;3304;4
55;3833;3
127;3834;5
55;3835;3
21;223;5
31;3834;5
28;3822;5
55;3836;4
55;3837;4
134;184;5
28;3838;4
21;3834;5
31;3839;3
31;3840;4
55;3841;4
55;1974;4
55;3842;4
55;2461;4
55;3783;5
55;3843;5
48;3844;5
48;3726;5
55;3845;2
55;3846;3
15;3847;5
48;3750;5
60;3716;4
60;3726;5
